cust_id,year,emp_length_int,home_ownership,home_ownership_cat,income_category,income_cat,loan_amount,loan_term,loan_term_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,Account No,Transation_Date,TRANSACTION DETAILS, WITHDRAWAL AMT , DEPOSIT AMT ,BALANCE AMT,Surname,CreditScore,Geography,EstimatedSalary,Taxrating_2019,Taxrating_2018,Taxrating_2017
1872,2011,1,RENT,1,Low,1,12875, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,13.69,14136.94,12875,0,284.52,409000001871,6-Sep-18,BBPS DT 06092018,,102541.01,1528488.06,Stephenson,634,Spain,15887.68,1,1,1
1873,2011,10,RENT,1,Low,1,7000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,21.95,8450.547809,7000,0,234.82,409000001872,7-Sep-18,BBPS DT 07092018,,121975.46,1650463.52,Ellis,850,Spain,33741.84,1,1,1
1874,2011,5,MORTGAGE,3,Low,1,1500, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,2.64,1861.351882,1500,0,51.75,409000001873,7-Sep-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,650463.52,Nebechi,659,Germany,20652.69,1,1,1
1875,2011,4,RENT,1,Low,1,5300, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,15.2,6057.238995,5300,0,168.3,409000001874,10-Sep-18,BBPS DT 08092018,,68254.49,718718.01,Chu,529,Spain,112781.50,1,1,1
1876,2011,10,MORTGAGE,3,Low,1,12250, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,23.76,13240.35,9424.49,0,270.71,409000001875,10-Sep-18,BBPS DT 09092018,,179898.57,898616.58,Onuchukwu,572,Spain,119996.95,1,1,1
1877,2011,7,MORTGAGE,3,Low,1,4200, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,10.65,5708.680056,4200,0,103.87,409000001876,10-Sep-18,BBPS DT 10092018,,102201.02,1000817.60,Steele,640,Germany,6981.43,1,1,1
1878,2011,0.5,MORTGAGE,3,Low,1,2400, 36 months,1,other,4,Low,1,Good Loan,0,12.69,B,2,17.01,2858.677569,2400,0,80.51,409000001877,11-Sep-18,BBPS DT 11092018,"62,249.74",,938567.86,Quaife,770,Spain,185211.28,1,1,1
1879,2011,10,RENT,1,Low,1,24250, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,24,30807.4,17924.76,0,629.46,409000001878,12-Sep-18,BBPS DT 12092018,,80279.07,1018846.93,Scott,648,Spain,78436.36,1,1,1
1880,2011,2,RENT,1,Low,1,12000, 36 months,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,17.06,13516.17836,12000,0,375.49,409000001879,13-Sep-18,BBPS DT 13092018,,60012.23,1078859.16,Yeh,579,France,139048.00,1,1,1
1881,2011,2,MORTGAGE,3,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,5.98,11837.09275,10000,0,330.76,409000001880,14-Sep-18,BBPS DT 14092018,,125122.85,1203982.01,Y?,589,Germany,136329.96,1,1,1
1882,2011,5,MORTGAGE,3,Low,1,22000, 60 months,2,other,4,High,2,Good Loan,0,18.25,D,4,19.64,27498.72,16339.81,0,561.66,409000001881,15-Sep-18,BBPS DT 15092018,,120905.14,1324887.15,Conti,530,Spain,14721.80,1,1,1
1883,2011,6,MORTGAGE,3,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,17.56,23139.57,20000,0,494.59,409000001882,17-Sep-18,BBPS DT 17092018,938.84,,1323948.31,Holder,831,France,3430.38,1,1,1
1884,2011,3,RENT,1,Low,1,7800, 36 months,1,major_purchase,8,High,2,Good Loan,0,14.27,C,3,1.9,9629.204576,7800,0,267.61,409000001883,17-Sep-18,BBPS DT 16092018,,113977.87,1437926.18,Burgess,790,Germany,160450.21,1,1,1
1885,2011,10,OWN,2,Low,1,32000, 60 months,2,car,2,High,2,Good Loan,0,20.89,F,6,18.84,42298.59,23410.2,0,863.73,409000001884,17-Sep-18,TRF TO  Indiaforensic SERVICES I,"900,000.00",,537926.18,Ozuluonye,656,France,1485.27,1,1,1
1886,2011,0.5,RENT,1,Low,1,22950, 36 months,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,21.83,28017.21455,22950,0,778.71,409000001885,18-Sep-18,BBPS DT 18092018,"6,542.73",,531383.45,De Luca,563,Spain,19720.08,1,1,1
1887,2011,1,RENT,1,Low,1,1000, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,16.29,D,4,15,665.81,438.44,32.21,35.31,409000001886,19-Sep-18,BBPS DT 19092018,,156502.39,687885.84,Li Fonti,667,Spain,41183.02,1,1,1
1888,2011,4,RENT,1,Low,1,1950, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,16.93,2405.617584,1950,0,66.91,409000001887,20-Sep-18,BBPS DT 20092018,,161689.32,849575.16,Freeman,613,Spain,139410.08,1,1,1
1889,2011,1,OWN,2,Low,1,4650, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,9.54,5138.666646,4650,0,142.78,409000001888,21-Sep-18,BBPS DT 21092018,,192331.28,1041906.44,Pisani,429,France,163691.48,1,1,1
1890,2011,6,RENT,1,Medium,2,20000, 60 months,2,home_improvement,7,High,2,Good Loan,0,19.91,E,5,24.23,25908.36,14719.3,0,528.88,409000001889,24-Sep-18,BBPS DT 23092018,"100,527.62",,941378.82,Ignatieff,665,France,115147.33,1,1,1
1891,2011,10,MORTGAGE,3,Medium,2,12000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,4.04,14452.39535,12000,0,407.17,409000001890,24-Sep-18,BBPS DT 22092018,,13361.85,954740.67,Lahti,731,France,74945.11,1,1,1
1892,2011,1,RENT,1,Low,1,9450, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,14.08,11194.05,9450,0,335.84,409000001891,24-Sep-18,BBPS DT 24092018,"63,048.84",,891691.83,Perkins,584,France,180363.56,1,1,1
1893,2011,5,RENT,1,Low,1,16000, 36 months,1,other,4,Low,1,Good Loan,0,7.9,A,1,17.88,18011.73824,16000,0,500.65,409000001892,25-Sep-18,BBPS DT 25092018,"202,530.64",,689161.19,Conway,634,Germany,196021.73,1,1,1
1894,2011,8,RENT,1,Low,1,16000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,8.93,18285.69527,16000,0,508.06,409000001893,26-Sep-18,BBPS DT 26092018,,49876.46,739037.65,Hayes,488,France,125979.36,1,1,1
1895,2011,3,RENT,1,Low,1,4800, 36 months,1,car,2,Low,1,Good Loan,0,10.65,B,2,3.38,5588.315034,4800,0,156.36,409000001894,27-Sep-18,BBPS DT 27092018,,67155.84,806193.49,Rizzo,535,Spain,111421.77,1,1,1
1896,2011,10,OWN,2,Low,1,5000, 36 months,1,vacation,11,Low,1,Good Loan,0,10.65,B,2,10.79,5753.23,5000,0,162.87,409000001895,28-Sep-18,BBPS  DT 28092018,,277871.07,1084064.56,Krylov,776,France,115818.51,1,1,1
1897,2011,1,RENT,1,Low,1,7100, 36 months,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,18.91,7903.54,7100,0,222.17,409000001896,28-Sep-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,584064.56,Li Fonti,850,Spain,179360.76,1,1,1
1898,2011,2,RENT,1,Low,1,6000, 36 months,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,15.84,7324.612885,6000,0,203.59,409000001897,29-Sep-18,FDRL/INTERNAL FUND TRANSFE,,100000.00,684064.56,Talbot,673,Spain,82351.06,1,1,1
1899,2011,3,RENT,1,Low,1,9000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,13.97,11286.42526,9000,0,317.71,409000001898,29-Sep-18,BBPS  DT 29092018,"127,682.12",,556382.44,Matthias,850,Germany,192744.23,1,1,1
1900,2011,4,RENT,1,Low,1,5000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,18.54,6001.873615,5000,0,167.08,409000001899,1-Oct-18,BBPS  DT 30092018,,244133.61,800516.05,Boyle,627,Spain,113408.47,1,1,1
1901,2011,10,RENT,1,Low,1,10000, 36 months,1,other,4,High,2,Good Loan,0,13.49,C,3,21.38,12106.11506,10000,0,339.31,409000001900,1-Oct-18,BBPS  DT 01102018,,254293.54,1054809.59,Ch'eng,570,France,124641.42,1,1,1
1902,2011,1,MORTGAGE,3,Low,1,25000, 60 months,2,small_business,3,High,2,Good Loan,0,17.58,D,4,9.91,30780.28,18627.26,0,629.14,409000001901,3-Oct-18,BBPS DT 02102018,,202370.40,1257179.99,Mason,796,Spain,54871.02,1,1,1
1903,2011,4,MORTGAGE,3,Low,1,15000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,14.27,C,3,8.88,9545.19,4531.19,1483.23,351.13,409000001902,3-Oct-18,BBPS DT 03102018,,314101.50,1571281.49,Bruno,773,Spain,98820.09,1,1,1
1904,2011,6,MORTGAGE,3,Low,1,15000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,22.69,18484.94578,15000,0,521.97,409000001903,4-Oct-18,BBPS DT 04102018,,233096.74,1804378.23,Smeaton,752,Spain,45570.84,1,1,1
1905,2011,10,RENT,1,Low,1,8400, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,18.47,10682.86,8400,0,306.39,409000001904,4-Oct-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,804378.23,Miller,625,Spain,182336.45,1,1,1
1906,2011,10,MORTGAGE,3,Medium,2,25000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,9.88,29271.72,18870.09,0,598.3,409000001905,5-Oct-18,BBPS DT 05102018,,250778.13,1055156.36,Gotch,535,Germany,118825.56,1,1,1
1907,2011,2,RENT,1,Low,1,6000, 36 months,1,moving,10,High,2,Good Loan,0,15.27,C,3,16.34,6954.62,6000,0,208.79,409000001906,5-Oct-18,TRF TO  Indiaforensic SERVICES I,"400,000.00",,655156.36,Fu,786,France,103372.79,1,1,1
1908,2011,4,MORTGAGE,3,Low,1,6000, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,20.51,6611.610222,6000,0,184.23,409000001907,6-Oct-18,BBPS DT 06102018,,235850.74,891007.10,O'Toole,620,France,43486.73,1,1,1
1909,2011,6.05,MORTGAGE,3,Low,1,2500, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,18.14,2888.13,2500,0,86.24,409000001908,8-Oct-18,BBPS DT 07102018,,276293.62,1167300.72,Ledford,605,Spain,40062.99,1,1,1
1910,2011,7,MORTGAGE,3,Low,1,12000, 36 months,1,renewable_energy,13,Low,1,Good Loan,0,6.62,A,1,10.56,13256.55655,12000,0,368.45,409000001909,8-Oct-18,BBPS DT 08102018,,358259.54,1525560.26,Iadanza,670,Spain,46175.70,1,1,1
1911,2011,0.5,RENT,1,Low,1,1500, 36 months,1,other,4,Low,1,Good Loan,0,12.42,B,2,22.19,1682.85,1500,0,50.13,409000001910,9-Oct-18,BBPS DT 09102018,,130070.96,1655631.22,Alaniz,617,Spain,120830.73,1,1,1
1912,2011,0.5,RENT,1,Low,1,8000, 36 months,1,car,2,Low,1,Bad Loan,1,10.65,B,2,1.88,4450.56,3228.91,273.38,260.59,409000001911,9-Oct-18,TRF TO  Indiaforensic SERVICES I,"800,000.00",,855631.22,Saunders,595,France,5967.09,1,1,1
1913,2011,2,MORTGAGE,3,Medium,2,24000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,6.77,26523.1,18367.63,0,542.28,409000001912,10-Oct-18,BBPS DT 10102018,,200021.22,1055652.44,Lin,687,Germany,122134.56,1,1,1
1914,2011,9,RENT,1,Medium,2,7200, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,9.47,7771.33,7200,0,238.15,409000001913,11-Oct-18,BBPS DT 11102018,,242343.57,1297996.01,Pinto,757,Germany,62972.13,1,1,1
1915,2011,4,MORTGAGE,3,Low,1,4400, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,1.09,4955.256845,4400,0,137.68,409000001914,11-Oct-18,TRF TO  Indiaforensic SERVICES I,"600,000.00",,697996.01,Streeter,746,Spain,174815.54,1,1,1
1916,2011,10,MORTGAGE,3,Medium,2,23000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,3.77,25419.87501,23000,0,706.19,409000001915,12-Oct-18,BBPS DT 12102018,,263821.96,961817.97,Shaw,503,Spain,192841.13,1,1,1
1917,2011,10,MORTGAGE,3,Low,1,2000, 36 months,1,home_improvement,7,High,2,Good Loan,0,13.49,C,3,24.38,2440.54493,2000,0,67.87,409000001916,15-Oct-18,BBPS DT 13102018,,324167.89,1285985.86,Chen,543,Germany,33310.72,1,1,1
1918,2011,1,RENT,1,Low,1,12000, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,8.31,14485.60765,12000,0,402.54,409000001917,15-Oct-18,BBPS DT 14102018,,303093.88,1589079.74,Barclay,428,Germany,72876.43,1,1,1
1919,2011,7,RENT,1,Low,1,17000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,19.03,E,5,17.27,19771.8,11110.03,0,441.28,409000001918,15-Oct-18,BBPS DT 15102018,,322041.12,1911120.86,Kodilinyechukwu,768,France,50911.41,1,1,1
1920,2011,1,MORTGAGE,3,Low,1,3000, 36 months,1,car,2,Low,1,Good Loan,0,6.62,A,1,16.32,3314.926914,3000,0,92.12,409000001919,15-Oct-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,911120.86,Otitodilichukwu,618,France,142400.27,1,1,1
1921,2011,2,MORTGAGE,3,Medium,2,15000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,6.23,16434.30214,15000,0,456.54,409000001920,16-Oct-18,BBPS DT 16102018,,151770.46,1062891.32,McKenzie,591,France,48778.46,1,1,1
1922,2011,10,MORTGAGE,3,Low,1,28625, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,22.35,F,6,24.6,32202.35,13832.29,2753.03,796.3,409000001921,17-Oct-18,BBPS DT 17102018,,267790.01,1330681.33,Woods,658,France,156361.58,1,1,1
1923,2011,8,RENT,1,Low,1,14000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,17.27,D,4,17.97,15362.46,9011.91,0,349.98,409000001922,17-Oct-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,830681.33,Hsing,625,France,133807.77,1,1,1
1924,2011,4,MORTGAGE,3,Low,1,10200, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,17.86,11373.72,10200,0,340.84,409000001923,18-Oct-18,BBPS DT 18102018,,253166.77,1083848.10,Wheare,717,France,179128.69,1,1,1
1925,2011,9,MORTGAGE,3,Low,1,24000, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,13.23,27328.12,24000,0,793.83,409000001924,18-Oct-18,TRF TO  Indiaforensic SERVICES I,"400,000.00",,683848.10,Yobachi,667,France,91810.71,1,1,1
1926,2011,5,MORTGAGE,3,Low,1,10250, 36 months,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,19.63,12725.82585,10250,0,353.57,409000001925,19-Oct-18,BBPS DT 19102018,,336915.95,1020764.05,Fang,804,France,173195.33,1,1,1
1927,2011,3,RENT,1,Low,1,6100, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,27.94,8320.460006,6100,0,140.33,409000001926,20-Oct-18,BBPS DT 20102018,,349274.16,1370038.21,Pearson,693,France,182270.88,1,1,1
1928,2011,2,RENT,1,Low,1,5800, 60 months,2,house,12,High,2,Bad Loan,1,17.58,D,4,1,1754.43,647.17,305.03,145.96,409000001927,22-Oct-18,BBPS DT 21102018,,307784.50,1677822.71,Brown,729,Germany,177130.33,1,1,1
1929,2011,2,RENT,1,Medium,2,24000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,5.81,27837.09605,24000,0,773.4,409000001928,22-Oct-18,BBPS DT 22102018,,416939.17,2094761.88,L?,484,Germany,49954.79,1,1,1
1930,2011,1,MORTGAGE,3,Low,1,6000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,14.13,7097.94,6000,0,205.86,409000001929,22-Oct-18,TRF TO  Indiaforensic SERVICES I,"1,300,000.00",,794761.88,Padovesi,632,Spain,141896.74,1,1,1
1931,2011,0.5,OWN,2,Low,1,1000, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,16.29,D,4,22.08,1058.26,749.03,37.13,35.31,409000001930,23-Oct-18,BBPS DT 23102018,,267929.89,1062691.77,Soto,536,Germany,120661.71,1,1,1
1932,2011,3,RENT,1,Low,1,11000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,13.4,11875.43,11000,0,354.48,409000001931,24-Oct-18,BBPS DT 24102018,,76371.19,1139062.96,Greco,573,France,149814.68,1,1,1
1933,2011,5,RENT,1,Low,1,9000, 36 months,1,other,4,High,2,Good Loan,0,16.77,D,4,14.63,11253.28115,9000,0,319.85,409000001932,25-Oct-18,BBPS DT 25102018,,295669.35,1434732.31,Giordano,655,Spain,41782.70,1,1,1
1934,2011,2,OWN,2,Low,1,3000, 36 months,1,other,4,Low,1,Good Loan,0,12.69,B,2,22.5,3620.643483,3000,0,100.64,409000001933,25-Oct-18,TRF TO  Indiaforensic SERVICES I,"600,000.00",,834732.31,Bogle,666,Germany,46172.47,1,1,1
1935,2011,4,RENT,1,Low,1,2000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,6.67,2343.752933,2000,0,65.15,409000001934,26-Oct-18,BBPS DT 26102018,,126310.53,961042.84,Grimmett,726,Germany,2704.09,1,1,1
1936,2011,6,RENT,1,Low,1,12500, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,19.95,3399.78,1579.1,15.41,309.12,409000001935,29-Oct-18,BBPS DT 27102018,,198833.67,1159876.51,Ayers,523,France,6726.53,1,1,1
1937,2011,4,MORTGAGE,3,Low,1,13000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,12.98,14698.27,13000,0,423.46,409000001936,29-Oct-18,BBPS DT 28102018,,282479.10,1442355.61,Miller,728,Germany,170764.08,1,1,1
1938,2011,6,MORTGAGE,3,Low,1,21000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,18.24,25377.79,21000,0,724.38,409000001937,29-Oct-18,BBPS DT 29102018,,330885.85,1773241.46,Webb,701,France,45742.42,1,1,1
1939,2011,5,MORTGAGE,3,Low,1,15000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,12.5,18326.1,15000,0,338.93,409000001938,29-Oct-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,773241.46,Lombardi,518,France,162304.59,1,1,1
1940,2011,4,RENT,1,Medium,2,15000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,12.97,19179.96975,15000,0,533.08,409000001939,30-Oct-18,BBPS DT 30102018,,15113.17,788354.63,Wei,739,France,80883.82,1,1,1
1941,2011,2,RENT,1,Low,1,5000, 36 months,1,vacation,11,Low,1,Good Loan,0,7.9,A,1,18.37,5497.44,5000,0,156.46,409000001940,31-Oct-18,BBPS DT 31102018,,57953.44,846308.07,Ross,531,Germany,118508.09,1,1,1
1942,2011,5,RENT,1,Low,1,10000, 36 months,1,other,4,Low,1,Good Loan,0,7.51,A,1,10.11,11190.32468,10000,0,311.11,409000001941,1-Nov-18,BBPS DT 01112018,,290256.64,1136564.71,Jideofor,452,Spain,69697.74,1,1,1
1943,2011,0.5,OWN,2,Medium,2,30000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,13.73,31667.87,30000,0,1066.16,409000001942,2-Nov-18,BBPS DT 02112018,,355637.06,1492201.77,King,684,France,183575.01,1,1,1
1944,2011,7,MORTGAGE,3,Low,1,12000, 36 months,1,wedding,5,High,2,Good Loan,0,14.65,C,3,16.43,12285.76,12000,0,413.94,409000001943,3-Nov-18,BBPS DT 03112018,,282568.29,1774770.06,Nwokeocha,728,Germany,161203.60,1,1,1
1945,2011,9,RENT,1,Low,1,7200, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,22.26,8080.83,7200,0,228.63,409000001944,5-Nov-18,BBPS DT 04112018,,354950.17,2129720.23,Humphries,783,Spain,143752.77,1,1,1
1946,2011,10,MORTGAGE,3,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,20.89,F,6,16.23,2156,785.72,0,539.84,409000001945,5-Nov-18,BBPS DT 05112018,,545436.19,2675156.42,Olisaemeka,734,France,121894.31,1,1,1
1947,2011,9,MORTGAGE,3,Low,1,5500, 36 months,1,car,2,Low,1,Good Loan,0,6.03,A,1,10.85,6025.875356,5500,0,167.4,409000001946,6-Nov-18,BBPS DT 06112018,,182964.60,2858121.02,Yobanna,648,Germany,147055.87,1,1,1
1948,2011,10,RENT,1,Low,1,17625, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,18.73,21281.40711,17625,0,591.23,409000001947,6-Nov-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,858121.02,Ch'iu,688,France,172033.57,1,1,1
1949,2011,2,RENT,1,Low,1,25000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,19.91,E,5,12.08,27950.06,13343.22,2144.25,661.1,409000001948,7-Nov-18,BBPS DT 07112018,,471757.52,1329878.54,Fleming,680,Spain,143774.06,1,1,1
1950,2011,6,MORTGAGE,3,Low,1,29100, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,14,30675.58,22498.21,0,627.64,409000001949,8-Nov-18,BBPS DT 08112018,,375507.73,1705386.27,Trevisan,516,France,139366.58,1,1,1
1951,2011,1,RENT,1,Low,1,8325, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,19.89,9124.47,8325,0,255.61,409000001950,9-Nov-18,BBPS DT 09112018,,506473.63,2211859.90,Aleksandrova,680,France,81776.84,1,1,1
1952,2011,6,RENT,1,Low,1,7000, 36 months,1,other,4,High,2,Bad Loan,1,14.27,C,3,24.58,8405.94,6742.15,16.49,240.17,409000001951,12-Nov-18,BBPS DT 10112018,,352561.10,2564421.00,Onwuamaeze,604,France,190998.96,1,1,1
1953,2011,6,RENT,1,Low,1,10500, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,9.06,12484.39,10500,0,360.25,409000001952,12-Nov-18,BBPS DT 11112018,,290327.23,2854748.23,Knox,624,Germany,4470.52,1,1,1
1954,2011,7,MORTGAGE,3,Low,1,17000, 60 months,2,credit_card,1,High,2,Bad Loan,1,18.64,E,5,13.17,8221.6,3338.99,800.42,437.63,409000001953,12-Nov-18,BBPS DT 12112018,,419224.80,3273973.03,Chia,623,France,135851.30,1,1,1
1955,2011,5,RENT,1,Low,1,5000, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,3.99,5643.85,5000,0,167.08,409000001954,12-Nov-18,TRF TO  Indiaforensic SERVICES I,"2,500,000.00",,773973.03,Townsend,624,Spain,172372.63,1,1,1
1956,2011,10,MORTGAGE,3,Medium,2,25000, 36 months,1,moving,10,Low,1,Good Loan,0,7.51,A,1,0.82,27996.44943,25000,0,777.78,409000001955,13-Nov-18,BBPS DT 13112008,,163109.39,937082.42,Dike,565,Germany,135875.51,1,1,1
1957,2011,7,RENT,1,Low,1,18000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,11.76,23613.06,18000,0,463.38,409000001956,14-Nov-18,BBPS DT 14112008,,370836.70,1307919.12,Moyes,565,France,128124.70,1,1,1
1958,2011,4,RENT,1,Low,1,2000, 36 months,1,other,4,High,2,Good Loan,0,13.49,C,3,1.95,2124.94,2000,0,67.87,409000001957,14-Nov-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,807919.12,Beavers,710,France,167023.95,1,1,1
1959,2011,10,MORTGAGE,3,Low,1,2500, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,20.61,3160.509812,2500,0,87.85,409000001958,15-Nov-18,BBPS DT 15112008,,375417.76,1183336.88,Tretiakova,645,France,149807.01,1,1,1
1960,2011,8,OWN,2,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,10.15,11597.32449,10000,0,325.74,409000001959,15-Nov-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,683336.88,Fuller,707,France,54290.62,1,1,1
1961,2011,5,OWN,2,Low,1,15600, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,19.42,E,5,22.78,16411.59,8656.94,40.84,408.29,409000001960,16-Nov-18,BBPS DT 16112008,,379555.15,1062892.03,Dellucci,655,Spain,86013.96,1,1,1
1962,2011,6,MORTGAGE,3,Low,1,6000, 36 months,1,moving,10,Low,1,Good Loan,0,7.9,A,1,8.03,6757.771779,6000,0,187.75,409000001961,16-Nov-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,562892.03,Ritchie,705,Spain,79886.06,1,1,1
1963,2011,5,OWN,2,Low,1,4500, 36 months,1,car,2,Low,1,Good Loan,0,11.71,B,2,7.11,5354.838907,4500,0,148.85,409000001962,17-Nov-18,BBPS DT 17112008,,322009.05,884901.08,Aikenhead,358,Spain,141959.11,1,1,1
1964,2011,6,RENT,1,Low,1,21600, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,18.64,E,5,17.67,17337.36,10505.96,1593.36,787.85,409000001963,19-Nov-18,BBPS DT 18112018,,500434.76,1385335.84,Douglas,578,Germany,66680.77,1,1,1
1965,2011,0.5,RENT,1,Low,1,5500, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,11.56,6545.929718,5500,0,181.92,409000001964,19-Nov-18,BBPS DT 19112018,,481280.06,1866615.90,Kung,800,France,98640.15,1,1,1
1966,2011,10,RENT,1,Low,1,4850, 36 months,1,credit_card,1,High,2,Good Loan,0,14.27,C,3,18.63,5990.061201,4850,0,166.4,409000001965,20-Nov-18,BBPS DT 20112008,,436410.64,2303026.54,MacDonald,612,France,142797.50,1,1,1
1967,2011,5,OWN,2,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,17.07,4721.7,3616.59,375.68,311.11,409000001966,20-Nov-18,TRF TO  Indiaforensic SERVICES I,"1,700,000.00",,603026.54,Okwudilichukwu,681,Germany,163581.67,1,1,1
1968,2011,8,RENT,1,Low,1,15000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,15.27,C,3,18.98,14669.5,8927.2,0,358.98,409000001967,21-Nov-18,BBPS DT 21112008,,295177.19,898203.73,Ni,559,Spain,163221.22,1,1,1
1969,2011,10,RENT,1,Low,1,7000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,26.32,7735.429815,7000,0,214.93,409000001968,22-Nov-18,BBPS DT 22112008,,426704.94,1324908.67,Simmons,488,Spain,12440.44,1,1,1
1970,2011,6,RENT,1,Low,1,25000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,5.04,27564.16072,25000,0,767.6,409000001969,22-Nov-18,TRF TO  Indiaforensic SERVICES I,"600,000.00",,724908.67,H?,717,France,145551.60,1,1,1
